domainType	path	kind	exported	collectionVerbs	itemVerbs	writable
Replenishorder	/replenishorder/search/getIdsToUpdateReplenishmentOrderPriorityPage	SEARCH	true	GET		read-only
Replenishorder	/replenishorder/search/getOpenViewByKeyword	SEARCH	true	GET		read-only
Replenishorder	/replenishorder/search/getReservedOrder	SEARCH	true	GET		read-only
Replenishorder	/replenishorder/search/getReservedOrderWithClient	SEARCH	true	GET		read-only
Replenishorder	/replenishorder/search/sumRequestedAmountForOpenOrders	SEARCH	true	GET		read-only
Replenishorder	/replenishorder/search/updatePriorityByIdIn	SEARCH	true	GET		read-only
RestIdempotency	/restIdempotencies	COLLECTION	false	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
Section	/section	COLLECTION	true	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
Section	/section/search/findByName	SEARCH	true	GET		read-only
Section	/section/search/findBySectionpickingtype	SEARCH	true	GET		read-only
Section	/section/search/getDetailView	SEARCH	true	GET		read-only
Shipperid	/shipperid	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
Shipperid	/shipperid/search/findAllOrderByName	SEARCH	true	GET		read-only
Shippingmethod	/shippingmethod	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
ShippingmethodShipperid	/shippingmethodShipperid	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
ShippingmethodShipperid	/shippingmethodShipperid/search/findByShipperidsetId	SEARCH	true	GET		read-only
ShippingmethodShipperid	/shippingmethodShipperid/search/findByShippingmethodsetId	SEARCH	true	GET		read-only
StockView	/stockView	COLLECTION	true	OPTIONS	GET,HEAD,OPTIONS	read-only
StockView	/stockView/search/findByClientIdAndItemId	SEARCH	true	GET		read-only
StockView	/stockView/search/findByClientOffsetAndLimit	SEARCH	true	GET		read-only
StockView	/stockView/search/findByKeyword	SEARCH	true	GET		read-only
StockView	/stockView/search/stockHistoryAfterAsOfDate	SEARCH	true	GET		read-only
Stockrecord	/stockrecord	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
Stockrecord	/stockrecord/search/findByKeyword	SEARCH	true	GET		read-only
Stockrecord	/stockrecord/search/findByOffsetAndLimit	SEARCH	true	GET		read-only
Stockrecord	/stockrecord/search/transactionDetailByClientNumberAndSkuBetweenDates	SEARCH	true	GET		read-only
Stockrecord	/stockrecord/search/transactionSummaryByClientNumberBetweenDates	SEARCH	true	GET		read-only
Stockunit	/stockunit	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
Stockunit	/stockunit/search/findByItemdataId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/findByUnitloadId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/findByUnitloadIdAndItemdataId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/findByUnitloadIdIn	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/findCountByUnitloadId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/findEligibleByUnitloadIdIn	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getAmountAvailable	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getByUnitLoadLabelId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getDetailViewByKeyword	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getListByLocationId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getListByLocationIdWithClient	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getListByStorageLocationId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitAvailable	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitInfoForReplenishment	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitItemIdAndNotLocked	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitsByItemDataId	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitsByItemDataIdForUpdate	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitsBySkuSetAndAreaSetAndStates	SEARCH	true	GET		read-only
Stockunit	/stockunit/search/getStockUnitsForReplenishment	SEARCH	true	GET		read-only
Sysprop	/sysprop	COLLECTION	true	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
Sysprop	/sysprop/search/findByClientId	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findByGroupname	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findBySyskey	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findBySyskeyAndClientId	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findBySyskeyAndClientIdAndWorkstation	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findBySyskeyContaining	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findSysvalueByClientIdAndSyskey	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/findSysvalueBySyskey	SEARCH	true	GET		read-only
Sysprop	/sysprop/search/getSystemByGroupname	SEARCH	true	GET		read-only
Tenant	/tenants	COLLECTION	false	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
TenantAuthConfiguration	/tenantAuthConfigurations	COLLECTION	false	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
TenantDbConfiguration	/tenantDbConfigurations	COLLECTION	false	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
TenantDiscovery	/tenantDiscoveries	COLLECTION	false	GET,HEAD,OPTIONS,POST	DELETE,GET,HEAD,OPTIONS,PATCH,PUT	WRITABLE
Unitload	/unitload	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
Unitload	/unitload/search/findByCarrierunitloadId	SEARCH	true	GET		read-only
Unitload	/unitload/search/findByCarrierunitloadIdIn	SEARCH	true	GET		read-only
Unitload	/unitload/search/findByLabelid	SEARCH	true	GET		read-only
Unitload	/unitload/search/findByLabelidIn	SEARCH	true	GET		read-only
Unitload	/unitload/search/findByStoragelocationId	SEARCH	true	GET		read-only
Unitload	/unitload/search/findByStoragelocationIdIn	SEARCH	true	GET		read-only
Unitload	/unitload/search/findByTypeNameAndLocatioNamesIn	SEARCH	true	GET		read-only
Unitload	/unitload/search/findCountByCarrierunitloadId	SEARCH	true	GET		read-only
Unitload	/unitload/search/findDetailsByCarrierunitloadId	SEARCH	true	GET		read-only
Unitload	/unitload/search/findEmptyByStoragelocationId	SEARCH	true	GET		read-only
Unitload	/unitload/search/findNameById	SEARCH	true	GET		read-only
Unitload	/unitload/search/findStockUnitDetailByUnitLoadId	SEARCH	true	GET		read-only
Unitload	/unitload/search/getBatchLocationsByItemIdAndLaneName	SEARCH	true	GET		read-only
Unitload	/unitload/search/getBatchLocationsByItemIdAndTransferableAreas	SEARCH	true	GET		read-only
Unitload	/unitload/search/getDetailViewByKeyword	SEARCH	true	GET		read-only
UnitloadRecord	/unitloadRecord	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UnitloadRecord	/unitloadRecord/search/findByKeyword	SEARCH	true	GET		read-only
UnitloadRecord	/unitloadRecord/search/findByOffsetAndLimit	SEARCH	true	GET		read-only
UnitloadType	/unitloadType	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UnitloadType	/unitloadType/search/findByName	SEARCH	true	GET		read-only
UnitloadType	/unitloadType/search/findNameById	SEARCH	true	GET		read-only
User	/user	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UserFunction	/userFunction	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UserFunction	/userFunction/search/findByKeyword	SEARCH	true	GET		read-only
UserFunction	/userFunction/search/findByName	SEARCH	true	GET		read-only
UserFunction	/userFunction/search/findByNameContaining	SEARCH	true	GET		read-only
UserGroup	/userGroup	COLLECTION	true	GET,HEAD,OPTIONS,POST	GET,HEAD,OPTIONS,PUT	WRITABLE
UserGroup	/userGroup/search/findByConnectorFalse	SEARCH	true	GET		read-only
UserGroup	/userGroup/search/findByName	SEARCH	true	GET		read-only
UserGroupUser	/userGroupUser	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UserGroupUser	/userGroupUser/search/findByGrouplistId	SEARCH	true	GET		read-only
UserGroupUser	/userGroupUser/search/findByUserlistId	SEARCH	true	GET		read-only
UserGroupUser	/userGroupUser/search/findByUserlistIdAndGrouplistId	SEARCH	true	GET		read-only
UserGroupUserRole	/userGroupUserRole	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UserGroupUserRole	/userGroupUserRole/search/findByGrouplistId	SEARCH	true	GET		read-only
UserGroupUserRole	/userGroupUserRole/search/findByRolelistId	SEARCH	true	GET		read-only
UserGroupUserRole	/userGroupUserRole/search/findByRolelistIdAndGrouplistId	SEARCH	true	GET		read-only
UserRole	/userRole	COLLECTION	true	GET,HEAD,OPTIONS,POST	GET,HEAD,OPTIONS,PUT	WRITABLE
UserRole	/userRole/search/findByConnectorFalse	SEARCH	true	GET		read-only
UserRole	/userRole/search/findByName	SEARCH	true	GET		read-only
UserRoleUserFunction	/userRoleUserFunction	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
UserRoleUserFunction	/userRoleUserFunction/search/findByFunctionlistId	SEARCH	true	GET		read-only
UserRoleUserFunction	/userRoleUserFunction/search/findByRolelistId	SEARCH	true	GET		read-only
UserRoleUserFunction	/userRoleUserFunction/search/findByRolelistIdAndFunctionlistId	SEARCH	true	GET		read-only
UserUserRole	/userUserRole	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
ViewWarehouseLocationReport	/viewWarehouseLocationReport	COLLECTION	true	GET,HEAD,OPTIONS	GET,HEAD,OPTIONS	read-only
ViewWarehouseLocationReport	/viewWarehouseLocationReport/search/findByClientOffsetAndLimit	SEARCH	true	GET		read-only
ViewWarehouseLocationReport	/viewWarehouseLocationReport/search/findByKeyword	SEARCH	true	GET		read-only
ViewWarehouseLocationReport	/viewWarehouseLocationReport/search/findByLocation	SEARCH	true	GET		read-only
